,City,Country,Latitude,Longitude,Date,Cloudiness,Humidity,Max Temperature,Wind Speed
371,pundaguitan,PH,6.3711,126.1689,1619221701,86,72,83.05,9.13
372,beira,MZ,-19.8436,34.8389,1619221702,0,94,69.8,2.59
373,huarmey,PE,-10.0681,-78.1522,1619221532,8,86,67.87,8.39
374,boyolangu,ID,-8.1181,111.8935,1619221702,4,80,76.42,0.72
375,mount isa,GB,53.6597,-1.8537,1619221702,100,65,46.99,2.51
376,tenabo,MX,20.05,-90.2333,1619221703,20,32,96.8,10.36
377,malkara,TR,40.89,26.9011,1619221703,100,84,52.48,3.78
378,digha,IN,21.6833,87.55,1619221703,43,71,79.57,11.1
379,hereford,GB,52.0568,-2.7148,1619221421,89,60,48.0,1.01
380,campamento,HN,14.55,-86.65,1619221704,66,52,77.94,5.53
381,ipswich,GB,52.0592,1.1555,1619221704,70,70,42.01,6.91
382,chapais,CA,49.7834,-74.8492,1619221666,1,32,50.0,13.8
383,dehui,CN,44.5333,125.7,1619221704,20,93,44.6,4.47
384,reconquista,AR,-29.15,-59.65,1619221705,96,93,65.82,5.88
385,sosva,RU,59.1766,61.8558,1619221705,95,95,35.31,3.36
386,senanga,ZM,-16.1167,23.2667,1619221704,51,47,66.58,4.29
387,ardakan,IR,32.31,54.0175,1619221698,40,18,78.8,4.61
388,cocorit,MX,27.5833,-109.9667,1619221706,1,29,78.8,13.8
389,porto walter,PT,41.1496,-8.611,1619221706,75,88,60.8,9.22
390,abha,SA,18.2164,42.5053,1619221704,20,34,66.2,4.61
391,fomboni,KM,-12.28,43.7425,1619221707,83,75,81.16,8.86
392,kargasok,RU,59.0556,80.8572,1619221707,11,90,27.68,4.32
393,yurimaguas,PE,-5.9,-76.0833,1619221707,73,95,74.97,1.95
394,dayong,CN,25.0209,118.2898,1619221708,13,68,73.4,11.18
395,conakry,GN,9.538,-13.6773,1619221708,40,83,80.6,4.61
396,mocuba,MZ,-16.8392,36.9856,1619221708,2,97,65.12,1.72
397,shiyan,CN,32.6475,110.7781,1619221709,100,92,54.54,10.0
398,meulaboh,ID,4.1363,96.1285,1619221671,100,85,76.96,3.51
399,rengo,CL,-34.4167,-70.8667,1619221709,90,67,59.0,2.3
400,mangrol,IN,21.1167,70.1167,1619221240,96,81,79.61,9.64
401,laguna,US,38.421,-121.4238,1619221166,1,38,75.99,10.36
402,abu dhabi,IN,24.6,72.7,1619221292,43,51,67.66,2.77
403,gaya,IN,24.7833,85.0,1619221710,7,46,69.8,3.44
404,salekhard,RU,66.53,66.6019,1619221448,57,96,28.81,7.72
405,ilam,NP,26.9167,87.9167,1619221710,16,35,64.53,7.2
406,kaeo,NZ,-35.1,173.7833,1619221711,8,70,70.0,7.0
407,port hedland,CD,-7.0349,29.7638,1619221631,18,80,71.46,4.81
408,pevek,RU,69.7008,170.3133,1619221487,44,86,16.86,0.43
409,mizdah,LY,31.4451,12.9801,1619221711,71,73,57.63,7.74
410,iringa,TZ,-7.7667,35.7,1619221712,12,84,58.87,7.23
411,taoudenni,ML,22.6783,-3.9836,1619221601,0,6,88.2,9.15
412,cooma,AU,-36.2333,149.1333,1619221712,6,81,42.8,8.05
413,oranjemund,NA,-28.55,16.4333,1619221322,63,88,60.8,3.22
414,sulangan,PH,11.1373,123.7228,1619221712,100,75,82.22,8.21
415,warren,US,39.4334,-84.1666,1619221713,40,50,55.4,6.91
416,hartford,US,41.7668,-72.7662,1619221450,1,20,60.8,13.8
417,shagonar,RU,51.5333,92.8,1619221713,96,72,33.67,0.38
418,san fernando,ML,13.3034,-4.8956,1619221599,87,20,96.28,3.74
419,mabaruma,GY,8.2,-59.7833,1619221310,97,94,73.44,3.44
420,tarakan,ID,3.3,117.6333,1619221714,40,94,77.0,5.75
421,aguimes,ES,27.9054,-15.4461,1619221714,75,68,69.8,12.66
422,tomter,NO,59.65,11.0,1619221714,8,54,36.0,3.0
423,south venice,IS,64.0,-19.0,1619221715,100,99,35.01,8.99
424,borskoye,RU,53.0333,51.7167,1619221715,100,95,45.0,6.31
425,belaya gora,UA,49.029,25.7706,1619221715,63,84,36.79,11.23
426,preobrazheniye,RU,42.9019,133.9064,1619221716,100,63,55.4,3.76
427,ballina,AU,-28.8667,153.5667,1619221512,2,63,66.2,6.91
428,riviere-au-renard,CA,48.9957,-64.3971,1619221336,90,81,37.4,10.36
429,kupang,ID,-10.1667,123.5833,1619221605,7,78,80.2,6.53
430,nisia floresta,GR,39.3942,21.6373,1619221717,100,95,50.0,3.53
431,iquitos,PE,-3.7481,-73.2472,1619221718,40,83,78.8,4.61
432,belvedere marittimo,US,33.531,-81.9448,1619221718,76,42,68.0,4.16
433,outram,MY,1.2829,103.8379,1619221718,40,94,77.0,8.05
434,half moon bay,LR,6.3807,-10.6953,1619221328,20,94,78.8,5.68
435,crab hill,US,37.2651,-76.4911,1619221719,1,38,60.8,12.66
436,kloulklubed,PW,7.0419,134.2556,1619221414,75,79,84.2,8.05
437,west bay,US,31.8024,-97.0917,1619221719,90,100,71.6,6.91
438,evensk,RU,61.95,159.2333,1619221550,100,98,31.96,13.51
439,neryungri,RU,56.6709,124.6491,1619221720,99,91,25.21,8.5
440,patuli,IN,23.55,88.25,1619221720,20,34,79.07,8.21
441,pangoa,PE,-12.1167,-73.0,1619221720,28,98,69.22,1.81
442,port-cartier,CA,50.0334,-66.8654,1619221446,90,100,35.01,4.61
443,lumeje,AO,-11.55,20.7833,1619221721,88,69,65.39,4.07
444,soyo,AO,-6.1349,12.3689,1619221721,94,88,78.13,1.23
445,pervomayskoye,RU,43.919,46.7102,1619221722,28,74,49.89,7.54
446,cap malheureux,FR,49.2718,-1.2104,1619221722,0,62,52.0,18.41
447,salalah,OM,17.0151,54.0924,1619221531,40,74,82.4,3.44
448,hamilton,US,39.1834,-84.5333,1619221596,75,47,57.2,4.61
449,palana,RU,59.1167,159.9667,1619221325,100,98,29.64,11.48
450,krusevac,RS,43.58,21.3339,1619221723,0,70,41.0,5.75
451,roura,GF,4.7263,-52.3274,1619221724,75,94,79.0,2.3
452,touros,BR,-5.1989,-35.4608,1619221724,40,83,80.6,3.44
453,anshun,CN,26.25,105.9333,1619221725,93,87,66.52,4.38
454,aswan,EG,24.0934,32.907,1619221477,0,8,81.86,13.82
455,mahibadhoo,MV,3.7833,72.9667,1619221726,41,67,83.75,11.68
456,pontianak,ID,-0.0333,109.3333,1619221726,40,94,75.2,3.44
457,port-gentil,GA,-0.7193,8.7815,1619221726,76,82,80.85,7.0
458,salinas,US,36.6777,-121.6555,1619221727,75,55,60.8,13.8
459,alihe,CN,50.5667,123.7167,1619221727,16,23,42.67,8.39
460,changde,CN,29.0464,111.6783,1619221435,100,93,58.91,18.07
461,safaga,EG,26.7292,33.9365,1619221728,0,27,75.2,17.27
462,beyneu,KZ,45.3167,55.2,1619221728,9,84,49.37,11.88
463,pangody,RU,65.85,74.4859,1619221654,100,99,34.07,9.98
464,tulagi,SB,-9.0996,160.1476,1619221729,60,73,82.17,4.81
465,ponta delgada,PT,38.7333,-28.2667,1619221729,22,77,53.33,30.24
466,vila,PT,42.0304,-8.1588,1619221249,94,94,55.0,5.17
467,tahoua,NE,14.8888,5.2692,1619221730,0,15,87.8,9.64
468,saint-pierre,RE,-21.3393,55.4781,1619221402,40,83,77.0,17.27
469,halifax,CA,44.6453,-63.5724,1619221730,86,53,46.4,9.22
470,codrington,AU,-38.2667,141.9667,1619221720,99,76,58.96,11.88
471,cerrito,CO,6.8432,-72.694,1619221731,75,83,73.4,6.91
472,innisfail,AU,-17.5333,146.0333,1619221508,99,96,69.01,5.01
473,sakakah,SA,29.9697,40.2064,1619221731,0,13,77.0,9.22
474,scornicesti,RO,44.5667,24.55,1619221732,0,75,46.99,6.91
475,bonavista,CA,48.6499,-53.1147,1619221732,86,52,39.2,11.5
476,rawson,AR,-43.3002,-65.1023,1619221398,9,69,55.45,12.8
477,haines junction,US,59.2286,-135.4441,1619221332,1,23,60.8,6.91
478,coromandel,BR,-18.4733,-47.2003,1619221733,0,44,63.61,3.2
479,zhuji,CN,29.7188,120.2423,1619221733,40,83,68.0,6.71
480,warmbad,NA,-28.45,18.7333,1619221733,4,23,72.66,11.72
481,sao borja,IN,20.5113,76.2129,1619221730,89,28,78.03,6.17
482,richards bay,US,46.8361,-95.9123,1619221247,90,69,36.0,18.41
483,dourbali,TD,11.8091,15.8632,1619221734,43,15,87.04,2.55
484,barkhan,PK,29.8977,69.5256,1619221735,0,36,65.23,2.26
485,cockburn town,AU,-32.0833,141.0,1619221297,77,58,57.2,5.75
486,hay river,GB,52.0705,-3.1274,1619221735,90,59,48.0,1.01
487,tongeren,BE,50.7805,5.4648,1619221736,0,65,45.0,9.22
488,ostrovnoy,RU,68.0531,39.5131,1619221736,100,96,32.34,22.68
489,hoopstad,ZA,-27.8327,25.9083,1619221736,14,33,57.72,5.14
490,kapan,AM,39.2075,46.4058,1619221737,44,85,52.74,1.59
491,ballitoville,ZA,-29.539,31.2144,1619221737,0,72,66.99,10.36
492,carballo,ES,43.213,-8.691,1619221738,66,86,59.0,5.01
493,charters towers,US,38.5736,-83.4333,1619221738,90,41,57.2,3.71
494,teeli,RU,51.0333,90.2333,1619221739,100,94,29.53,4.59
495,bafoulabe,ML,13.8065,-10.8321,1619221739,33,12,95.27,4.61
496,keti bandar,AM,40.8737,43.8448,1619221740,47,75,41.0,3.44
497,hobyo,SO,5.3505,48.5268,1619221740,80,74,82.8,9.75
498,port macquarie,CD,-7.0349,29.7638,1619221657,18,80,71.46,4.81
499,ajdabiya,LY,30.7554,20.2263,1619221741,61,16,77.32,19.51
500,ahipara,NZ,-35.1667,173.1667,1619221507,36,62,66.51,9.51
501,bulawayo,ZW,-20.15,28.5833,1619221741,24,50,57.2,7.2
502,kjollefjord,NO,70.9457,27.3465,1619221741,87,70,32.5,17.72
503,changping,CN,40.2186,116.2197,1619221742,0,63,66.99,6.71
504,phalodi,IN,27.1333,72.3667,1619221743,0,42,73.62,10.16
505,tucurui,BR,-3.7661,-49.6725,1619221743,56,93,75.25,1.81
506,necochea,AR,-38.5473,-58.7368,1619221664,100,96,60.01,4.52
507,ashland,US,40.8167,-82.2665,1619221637,1,30,57.2,11.5
508,camacha,PT,33.0833,-16.3333,1619221734,40,77,62.6,14.97
509,ixtapa,MX,20.7,-105.2,1619221737,20,65,82.4,14.97
510,homer,US,59.6425,-151.5483,1619221592,75,76,46.99,4.61
511,winnemucca,US,40.973,-117.7357,1619221744,1,9,69.8,5.75
512,saint-joseph,RE,-21.3667,55.6167,1619221283,40,83,77.0,17.27
513,hofn,IS,64.2539,-15.2082,1619221692,99,77,44.13,3.94
514,san miguel,ML,13.3034,-4.8956,1619221745,43,19,95.47,5.3
515,odweyne,SO,9.4092,45.064,1619221525,22,64,68.88,2.21
516,tsiroanomandidy,MG,-18.7667,46.0333,1619221643,51,89,62.87,2.8
517,prince rupert,CA,52.9669,-108.3847,1619221238,75,25,37.4,10.36
518,ayan,RU,56.45,138.1667,1619221746,93,67,31.86,5.35
519,zavallya,UA,48.2135,30.0156,1619221746,22,83,38.21,8.19
520,kincardine,GB,56.0667,-3.7167,1619221509,90,87,46.4,11.5
521,kobrinskoye,RU,59.4225,30.1239,1619221746,40,93,32.0,4.47
522,kota belud,IN,25.1833,75.8333,1619221747,37,37,79.21,8.93
523,urukh,RU,43.2933,44.0265,1619221747,65,66,51.8,6.71
524,buin,CL,-33.7333,-70.75,1619221748,90,72,64.0,5.75
525,carutapera,BR,-1.195,-46.02,1619221282,85,93,75.81,5.66
526,norton shores,ZW,-17.8833,30.7,1619221691,33,85,57.99,3.0
527,yaring,TH,6.8662,101.3689,1619221748,96,79,79.75,9.53
528,cajaruro,PE,-5.7364,-78.4256,1619221748,47,78,76.89,3.56
529,oktyabrskoye,RU,43.0645,44.7417,1619221749,37,93,46.4,6.71
530,thinadhoo,MV,0.5333,72.9333,1619221296,10,68,82.29,8.57
531,champawat,IN,29.3333,80.1,1619221749,18,82,47.91,7.34
532,vanderhoof,CA,54.0166,-124.0198,1619221750,60,30,50.86,6.4
533,miquelon,PM,47.0975,-56.3814,1619221750,40,80,37.63,29.51
534,kalush,UA,49.0119,24.3731,1619221751,52,83,34.77,7.47
535,narasannapeta,IN,18.4167,84.05,1619221562,58,83,78.49,4.29
536,lokosovo,RU,61.1333,74.8167,1619221751,65,87,34.92,8.05
537,liyang,CN,29.7057,118.2862,1619221752,98,79,68.14,4.79
538,pauini,BR,-7.7136,-66.9764,1619221752,100,94,75.29,2.91
539,tomatlan,MX,19.9333,-105.25,1619221752,47,32,87.85,11.12
540,pushkino,RU,56.0172,37.8667,1619221753,99,87,41.0,4.47
541,exu,BR,-7.5119,-39.7242,1619221754,75,94,77.0,2.3
542,verkhnevilyuysk,RU,63.4453,120.3167,1619221693,99,90,27.91,3.83
543,provideniya,RU,64.3833,-173.3,1619221630,71,54,41.11,4.76
544,camopi,GF,3.1655,-52.3158,1619221662,100,99,73.06,2.48
545,wattegama,LK,6.7989,81.4808,1619221755,5,92,74.23,2.42
546,marsala,IT,37.7966,12.4352,1619221755,75,100,61.0,11.5
547,misratah,LY,32.3754,15.0925,1619221333,50,87,62.06,29.21
548,nyurba,RU,63.2842,118.3319,1619221393,100,91,32.49,7.29
549,egvekinot,RU,66.3167,-179.1667,1619221756,100,87,31.6,2.53
550,kuching,MY,1.55,110.3333,1619221508,20,94,77.0,1.14
551,shingu,JP,33.7333,135.9833,1619221270,75,67,60.8,4.61
552,sangueya,GN,10.7,-14.3667,1619221659,6,76,76.53,2.71
553,pushkar,IN,26.5,74.55,1619221756,1,47,71.15,10.87
554,tiarei,PF,-17.5333,-149.3333,1619221303,75,62,86.0,11.5
555,chernoyerkovskaya,RU,45.4331,37.7686,1619221757,100,82,51.8,8.95
556,lander,US,42.833,-108.7307,1619221757,90,49,50.0,3.44
557,asosa,ET,10.0667,34.5333,1619221758,53,67,66.52,4.79
558,vitina,BA,43.2375,17.4839,1619221626,20,93,50.0,1.14
559,bagdarin,RU,54.4333,113.6,1619221406,99,41,31.3,3.02
560,gogrial,SS,8.5332,28.1004,1619221759,37,49,84.16,4.76
561,barabash,RU,43.2,131.4833,1619221759,100,41,55.4,2.24
